"Season","DayNum","WTeamID","WScore","LTeamID","LScore","WLoc","NumOT","WFGM","WFGA","WFGM3","WFGA3","WFTM","WFTA","WOR","WDR","WAst","WTO","WStl","WBlk","WPF","LFGM","LFGA","LFGM3","LFGA3","LFTM","LFTA","LOR","LDR","LAst","LTO","LStl","LBlk","LPF","TourneyRound","WTeamName","LTeamName","WSeed_num","WRegion","LSeed_num","LRegion","WConf","LConf"
2007,138,1326,78,1462,71,"N",1,26,63,9,21,17,20,12,33,10,14,5,6,19,26,61,8,23,11,16,5,23,13,9,4,2,21,"Round of 32","Ohio St","Xavier",1,"Midwest",9,"Midwest","Big Ten Conference","Atlantic 10 Conference"
2007,138,1338,84,1433,79,"N",1,31,57,6,12,16,27,14,28,20,16,5,6,17,29,71,7,23,14,17,15,19,13,7,9,3,22,"Round of 32","Pittsburgh","VCU",3,"West",11,"West","Big East Conference","Colonial Athletic Association"
2007,138,1401,72,1257,69,"N",0,19,41,5,8,29,39,6,19,9,11,6,1,23,20,45,5,18,24,31,8,22,5,14,3,7,28,"Round of 32","Texas A&M","Louisville",3,"Midwest",6,"Midwest","Big 12 Conference","Big East Conference"
2007,138,1417,54,1231,49,"N",0,17,47,2,9,18,24,9,29,10,10,6,2,19,17,52,5,16,10,21,13,25,8,12,4,4,19,"Round of 32","UCLA","Indiana",2,"West",7,"West","Pacific-10 Conference","Big Ten Conference"
2007,138,1435,78,1450,74,"N",2,27,63,10,27,14,18,11,28,13,17,12,2,17,27,60,7,19,13,17,9,27,16,19,10,4,16,"Round of 32","Vanderbilt","Washington St",6,"East",3,"East","Southeastern Conference","Pacific-10 Conference"
2007,139,1196,74,1345,67,"N",0,21,42,5,18,27,31,7,24,11,15,7,4,14,28,59,5,17,6,13,11,17,15,12,12,1,23,"Round of 32","Florida","Purdue",1,"South",9,"South","Southeastern Conference","Big Ten Conference"
2007,139,1242,88,1246,76,"N",0,30,53,10,16,18,23,9,21,19,11,7,5,21,24,58,10,26,18,23,15,17,17,12,5,2,22,"Round of 32","Kansas","Kentucky",1,"West",8,"West","Big 12 Conference","Southeastern Conference"
2007,139,1272,78,1305,62,"N",0,23,59,6,17,26,34,16,24,10,10,7,5,16,21,57,5,21,15,17,10,20,16,14,5,5,22,"Round of 32","Memphis","Nevada",2,"Midwest",7,"Midwest","Conference USA","Western Athletic Conference"
2007,139,1332,75,1457,61,"N",0,27,56,11,23,10,12,10,21,8,10,4,0,13,24,61,8,31,5,8,18,20,13,15,4,3,14,"Round of 32","Oregon","Winthrop",3,"South",11,"South","Pacific-10 Conference","Big South Conference"
2007,139,1356,63,1439,48,"N",0,19,43,12,21,13,23,6,24,11,9,5,3,19,19,46,2,13,8,16,5,24,3,11,3,2,21,"Round of 32","S Illinois","Virginia Tech",4,"West",5,"West","Missouri Valley Conference","Atlantic Coast Conference"
2007,139,1397,77,1438,74,"N",0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26,"Round of 32","Tennessee","Virginia",5,"Midwest",4,"Midwest","Southeastern Conference","Atlantic Coast Conference"
2007,139,1424,74,1458,68,"N",0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21,"Round of 32","UNLV","Wisconsin",7,"South",2,"South","Mountain West Conference","Big Ten Conference"
2007,139,1425,87,1400,68,"N",0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27,"Round of 32","USC","Texas",5,"East",4,"East","Pacific-10 Conference","Big 12 Conference"
2007,143,1242,61,1356,58,"N",0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21,"Sweet Sixteen","Kansas","S Illinois",1,"West",4,"West","Big 12 Conference","Missouri Valley Conference"
2007,143,1272,65,1401,64,"N",0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20,"Sweet Sixteen","Memphis","Texas A&M",2,"Midwest",3,"Midwest","Conference USA","Big 12 Conference"
2007,143,1326,85,1397,84,"N",0,27,51,8,22,23,35,8,25,13,8,3,5,17,30,62,16,31,8,17,10,24,14,7,4,1,24,"Sweet Sixteen","Ohio St","Tennessee",1,"Midwest",5,"Midwest","Big Ten Conference","Southeastern Conference"
2007,143,1417,64,1338,55,"N",0,18,42,5,13,23,26,6,27,10,14,1,2,18,20,55,7,16,8,14,8,19,13,10,5,2,23,"Sweet Sixteen","UCLA","Pittsburgh",2,"West",3,"West","Pacific-10 Conference","Big East Conference"
2007,144,1196,65,1139,57,"N",0,17,34,8,19,23,28,6,21,9,13,1,6,16,20,50,7,19,10,13,11,14,8,9,7,0,25,"Sweet Sixteen","Florida","Butler",1,"South",5,"South","Southeastern Conference","Horizon League"
2007,144,1207,66,1435,65,"N",0,25,56,8,19,8,14,16,24,14,11,3,3,18,21,51,9,27,14,20,8,18,17,5,5,4,16,"Sweet Sixteen","Georgetown","Vanderbilt",2,"East",6,"East","Big East Conference","Southeastern Conference"
2007,144,1314,74,1425,64,"N",0,30,77,2,14,12,17,20,26,11,9,6,4,14,26,61,5,18,7,9,10,29,13,18,5,7,19,"Sweet Sixteen","North Carolina","USC",1,"East",5,"East","Atlantic Coast Conference","Pacific-10 Conference"
2007,144,1332,76,1424,72,"N",0,23,48,13,23,17,22,7,30,11,17,4,3,20,28,74,9,33,7,12,19,19,13,8,8,3,21,"Sweet Sixteen","Oregon","UNLV",3,"South",7,"South","Pacific-10 Conference","Mountain West Conference"
2007,145,1326,92,1272,76,"N",0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29,"Elite Eight","Ohio St","Memphis",1,"Midwest",2,"Midwest","Big Ten Conference","Conference USA"
2007,145,1417,68,1242,55,"N",0,24,45,8,17,12,18,10,21,12,25,15,3,14,23,56,4,8,5,11,14,14,17,21,17,6,19,"Elite Eight","UCLA","Kansas",2,"West",1,"West","Pacific-10 Conference","Big 12 Conference"
2007,146,1196,85,1332,77,"N",0,23,48,11,24,28,43,15,24,10,18,5,5,14,27,58,8,22,15,16,8,16,13,13,8,2,30,"Elite Eight","Florida","Oregon",1,"South",3,"South","Southeastern Conference","Pacific-10 Conference"
2007,146,1207,96,1314,84,"N",1,38,66,8,14,12,18,11,27,26,10,4,11,18,25,71,5,20,29,34,21,22,15,9,5,4,19,"Elite Eight","Georgetown","North Carolina",2,"East",1,"East","Big East Conference","Atlantic Coast Conference"
2007,152,1196,76,1417,66,"N",0,24,45,9,22,19,31,8,35,10,16,2,6,17,25,64,5,23,11,13,6,20,12,3,6,0,26,"Final Four","Florida","UCLA",1,"South",2,"West","Southeastern Conference","Pacific-10 Conference"
2007,152,1326,67,1207,60,"N",0,25,57,4,14,13,19,16,21,13,8,8,3,10,25,51,7,21,3,8,9,21,17,14,3,3,15,"Final Four","Ohio St","Georgetown",1,"Midwest",2,"East","Big Ten Conference","Big East Conference"
2007,154,1196,84,1326,75,"N",0,26,53,10,18,22,25,10,28,11,15,5,3,19,30,64,4,23,11,17,10,18,10,7,11,4,20,"National Championship","Florida","Ohio St",1,"South",1,"Midwest","Southeastern Conference","Big Ten Conference"
2008,134,1291,69,1164,60,"N",0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22,"Play-In","Mt St Mary's","Coppin St",16,"East",16,"East","Northeast Conference","Mid-Eastern Athletic Conference"
2008,136,1181,71,1125,70,"N",0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21,"Round of 64","Duke","Belmont",2,"West",15,"West","Atlantic Coast Conference","Atlantic Sun Conference"
2008,136,1242,85,1340,61,"N",0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18,"Round of 64","Kansas","Portland St",1,"Midwest",16,"Midwest","Big 12 Conference","Big Sky Conference"
2008,136,1243,80,1425,67,"N",0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24,"Round of 64","Kansas St","USC",11,"Midwest",6,"Midwest","Big 12 Conference","Pacific-10 Conference"
2008,136,1266,74,1246,66,"N",0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22,"Round of 64","Marquette","Kentucky",6,"South",11,"South","Big East Conference","Southeastern Conference"
2008,136,1277,72,1396,61,"N",0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12,"Round of 64","Michigan St","Temple",5,"South",12,"South","Big Ten Conference","Atlantic 10 Conference"
2008,136,1323,68,1206,50,"N",0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14,"Round of 64","Notre Dame","George Mason",5,"East",12,"East","Big East Conference","Colonial Athletic Association"
2008,136,1338,82,1331,63,"N",0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11,"Round of 64","Pittsburgh","Oral Roberts",4,"South",13,"South","Big East Conference","Summit League"
2008,136,1345,90,1124,79,"N",0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15,"Round of 64","Purdue","Baylor",6,"West",11,"West","Big Ten Conference","Big 12 Conference"
2008,136,1390,77,1165,53,"N",0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17,"Round of 64","Stanford","Cornell",3,"South",14,"South","Pacific-10 Conference","Ivy League"
2008,136,1401,67,1140,62,"N",0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15,"Round of 64","Texas A&M","BYU",9,"West",8,"West","Big 12 Conference","Mountain West Conference"
2008,136,1417,70,1290,29,"N",0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9,"Round of 64","UCLA","MS Valley St",1,"West",16,"West","Pacific-10 Conference","Southwest Athletic Conference"
2008,136,1424,71,1245,58,"N",0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14,"Round of 64","UNLV","Kent",8,"Midwest",9,"Midwest","Mountain West Conference","Mid-American Conference"
2008,136,1450,71,1457,40,"N",0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13,"Round of 64","Washington St","Winthrop",4,"East",13,"East","Pacific-10 Conference","Big South Conference"
2008,136,1452,75,1112,65,"N",0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14,"Round of 64","West Virginia","Arizona",7,"West",10,"West","Big East Conference","Pacific-10 Conference"
2008,136,1458,71,1168,56,"N",0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25,"Round of 64","Wisconsin","CS Fullerton",3,"Midwest",14,"Midwest","Big Ten Conference","Big West Conference"
2008,136,1462,73,1208,61,"N",0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22,"Round of 64","Xavier","Georgia",3,"West",14,"West","Atlantic 10 Conference","Southeastern Conference"
2008,137,1116,86,1231,72,"N",0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23,"Round of 64","Arkansas","Indiana",9,"East",8,"East","Southeastern Conference","Big Ten Conference"
2008,137,1139,81,1375,61,"N",0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19,"Round of 64","Butler","South Alabama",7,"East",10,"East","Horizon League","Sun Belt Conference"
2008,137,1172,82,1211,76,"N",0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19,"Round of 64","Davidson","Gonzaga",10,"Midwest",7,"Midwest","Southern Conference","West Coast Conference"
2008,137,1207,66,1420,47,"N",0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16,"Round of 64","Georgetown","UMBC",2,"Midwest",15,"Midwest","Big East Conference","America East Conference"
2008,137,1257,79,1129,61,"N",0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13,"Round of 64","Louisville","Boise St",3,"East",14,"East","Big East Conference","Western Athletic Conference"
2008,137,1272,87,1426,63,"N",0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23,"Round of 64","Memphis","UT Arlington",1,"South",16,"South","Conference USA","Southland Conference"
2008,137,1274,78,1388,64,"N",0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20,"Round of 64","Miami FL","St Mary's CA",7,"South",10,"South","Atlantic Coast Conference","West Coast Conference"
2008,137,1280,76,1332,69,"N",0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26,"Round of 64","Mississippi St","Oregon",8,"South",9,"South","Southeastern Conference","Pacific-10 Conference"
2008,137,1314,113,1291,74,"N",0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18,"Round of 64","North Carolina","Mt St Mary's",1,"East",16,"East","Atlantic Coast Conference","Northeast Conference"
2008,137,1328,72,1386,64,"N",0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22,"Round of 64","Oklahoma","St Joseph's PA",6,"East",11,"East","Big 12 Conference","Atlantic 10 Conference"
2008,137,1360,70,1163,69,"N",1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16,"Round of 64","San Diego","Connecticut",13,"West",4,"West","West Coast Conference","Big East Conference"
2008,137,1373,83,1435,62,"N",0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19,"Round of 64","Siena","Vanderbilt",13,"Midwest",4,"Midwest","Metro Atlantic Athletic Conference","Southeastern Conference"
2008,137,1397,72,1110,57,"N",0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26,"Round of 64","Tennessee","American Univ",2,"East",15,"East","Southeastern Conference","Patriot League"
2008,137,1400,74,1122,54,"N",0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19,"Round of 64","Texas","Austin Peay",2,"South",15,"South","Big 12 Conference","Ohio Valley Conference"
2008,137,1437,75,1155,69,"N",0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24,"Round of 64","Villanova","Clemson",12,"Midwest",5,"Midwest","Big East Conference","Atlantic Coast Conference"
2008,137,1443,101,1179,99,"N",1,37,68,14,28,13,19,13,28,18,22,5,4,29,26,69,16,42,31,38,19,20,18,15,8,4,21,"Round of 64","WKU","Drake",12,"West",5,"West","Sun Belt Conference","Missouri Valley Conference"
2008,138,1242,75,1424,56,"N",0,29,50,5,13,12,19,7,29,9,10,7,1,26,12,45,5,22,27,34,9,17,6,10,6,1,20,"Round of 32","Kansas","UNLV",1,"Midwest",8,"Midwest","Big 12 Conference","Mountain West Conference"
2008,138,1277,65,1338,54,"N",0,25,52,6,10,9,9,10,27,12,15,1,3,17,17,52,2,17,18,19,9,17,4,9,8,9,16,"Round of 32","Michigan St","Pittsburgh",5,"South",4,"South","Big Ten Conference","Big East Conference"
2008,138,1390,82,1266,81,"N",1,28,60,7,14,19,28,11,27,23,8,4,4,14,31,73,10,30,9,12,17,28,15,9,3,3,24,"Round of 32","Stanford","Marquette",3,"South",6,"South","Pacific-10 Conference","Big East Conference"
2008,138,1417,51,1401,49,"N",0,19,44,6,18,7,11,8,21,7,14,7,11,16,22,51,2,10,3,7,10,19,12,11,2,2,15,"Round of 32","UCLA","Texas A&M",1,"West",9,"West","Pacific-10 Conference","Big 12 Conference"
2008,138,1450,61,1323,41,"N",0,24,54,4,17,9,14,8,29,14,7,8,2,15,13,53,3,17,12,13,12,26,7,13,3,3,16,"Round of 32","Washington St","Notre Dame",4,"East",5,"East","Pacific-10 Conference","Big East Conference"
2008,138,1452,73,1181,67,"N",0,25,62,4,11,19,22,19,28,12,17,1,5,25,19,50,5,22,24,32,7,20,6,13,6,3,23,"Round of 32","West Virginia","Duke",7,"West",2,"West","Big East Conference","Atlantic Coast Conference"
2008,138,1458,72,1243,55,"N",0,24,46,9,22,15,24,4,22,10,10,3,0,18,21,53,0,13,13,16,12,24,4,13,4,1,23,"Round of 32","Wisconsin","Kansas St",3,"Midwest",11,"Midwest","Big Ten Conference","Big 12 Conference"
2008,138,1462,85,1345,78,"N",0,27,50,5,12,26,33,5,29,12,14,5,3,17,26,67,8,21,18,23,13,24,9,10,8,4,26,"Round of 32","Xavier","Purdue",3,"West",6,"West","Atlantic 10 Conference","Big Ten Conference"
2008,139,1172,74,1207,70,"N",0,22,57,6,28,24,30,12,16,10,5,6,0,20,26,41,10,18,8,17,7,23,11,20,2,3,27,"Round of 32","Davidson","Georgetown",10,"Midwest",2,"Midwest","Southern Conference","Big East Conference"
2008,139,1257,78,1328,48,"N",0,32,54,9,17,5,15,10,23,24,12,7,3,18,15,47,5,18,13,19,10,18,9,16,3,3,18,"Round of 32","Louisville","Oklahoma",3,"East",6,"East","Big East Conference","Big 12 Conference"
2008,139,1272,77,1280,74,"N",0,28,63,6,16,15,32,19,26,19,5,3,11,16,26,60,8,19,14,20,11,26,9,8,2,7,23,"Round of 32","Memphis","Mississippi St",1,"South",8,"South","Conference USA","Southeastern Conference"
2008,139,1314,108,1116,77,"N",0,44,65,8,16,12,17,11,21,28,7,3,5,18,28,59,5,18,16,23,14,13,11,9,5,3,13,"Round of 32","North Carolina","Arkansas",1,"East",9,"East","Atlantic Coast Conference","Southeastern Conference"
2008,139,1397,76,1139,71,"N",1,26,59,5,19,19,29,16,30,12,20,5,3,24,22,61,9,26,18,28,15,24,11,14,11,1,25,"Round of 32","Tennessee","Butler",2,"East",7,"East","Southeastern Conference","Horizon League"
2008,139,1400,75,1274,72,"N",0,25,57,13,26,12,21,16,25,17,13,3,7,19,22,55,9,22,19,22,8,22,10,9,4,3,19,"Round of 32","Texas","Miami FL",2,"South",7,"South","Big 12 Conference","Atlantic Coast Conference"
2008,139,1437,84,1373,72,"N",0,30,56,6,13,18,24,6,31,15,15,8,2,27,20,56,6,21,26,39,10,24,9,13,8,4,19,"Round of 32","Villanova","Siena",12,"Midwest",13,"Midwest","Big East Conference","Metro Atlantic Athletic Conference"
2008,139,1443,72,1360,63,"N",0,25,52,6,16,16,21,8,23,11,14,13,6,19,21,47,4,15,17,28,8,22,11,17,8,2,20,"Round of 32","WKU","San Diego",12,"West",13,"West","Sun Belt Conference","West Coast Conference"
2008,143,1257,79,1397,60,"N",0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,56,5,20,17,25,8,20,12,17,11,1,26,"Sweet Sixteen","Louisville","Tennessee",3,"East",2,"East","Big East Conference","Southeastern Conference"
2008,143,1314,68,1450,47,"N",0,25,58,5,15,13,19,14,32,11,13,5,5,16,18,57,2,16,9,15,9,23,9,10,6,5,18,"Sweet Sixteen","North Carolina","Washington St",1,"East",4,"East","Atlantic Coast Conference","Pacific-10 Conference"
2008,143,1417,88,1443,78,"N",0,29,58,4,9,26,35,17,34,17,19,6,8,22,25,72,9,24,19,26,18,18,12,11,11,4,24,"Sweet Sixteen","UCLA","WKU",1,"West",12,"West","Pacific-10 Conference","Sun Belt Conference"
2008,143,1462,79,1452,75,"N",1,28,59,11,19,12,21,15,26,16,12,3,5,25,28,66,1,11,18,27,17,21,16,8,5,6,21,"Sweet Sixteen","Xavier","West Virginia",3,"West",7,"West","Atlantic 10 Conference","Big East Conference"
2008,144,1172,73,1458,56,"N",0,26,53,12,24,9,12,11,17,18,7,9,0,19,17,46,8,23,14,21,14,17,9,12,2,3,13,"Sweet Sixteen","Davidson","Wisconsin",10,"Midwest",3,"Midwest","Southern Conference","Big Ten Conference"
2008,144,1242,72,1437,57,"N",0,24,45,8,19,16,20,7,26,16,18,8,5,18,21,59,3,17,12,18,15,15,5,14,10,2,17,"Sweet Sixteen","Kansas","Villanova",1,"Midwest",12,"Midwest","Big 12 Conference","Big East Conference"
2008,144,1272,92,1277,74,"N",0,31,59,4,13,26,35,17,22,13,9,9,7,16,29,59,5,18,11,17,11,17,18,12,2,3,28,"Sweet Sixteen","Memphis","Michigan St",1,"South",5,"South","Conference USA","Big Ten Conference"
2008,144,1400,82,1390,62,"N",0,32,65,7,22,11,18,14,28,16,6,7,5,14,22,65,6,17,12,18,19,23,13,10,5,4,14,"Sweet Sixteen","Texas","Stanford",2,"South",3,"South","Big 12 Conference","Pacific-10 Conference"
2008,145,1314,83,1257,73,"N",0,31,58,3,11,18,21,15,18,16,14,9,0,17,29,55,6,19,9,16,13,14,15,19,7,5,19,"Elite Eight","North Carolina","Louisville",1,"East",3,"East","Atlantic Coast Conference","Big East Conference"
2008,145,1417,76,1462,57,"N",0,28,52,7,15,13,18,13,24,17,14,6,6,19,21,58,4,19,11,16,14,14,12,9,6,1,15,"Elite Eight","UCLA","Xavier",1,"West",3,"West","Pacific-10 Conference","Atlantic 10 Conference"
2008,146,1242,59,1172,57,"N",0,23,52,5,14,8,14,10,28,12,14,5,5,16,22,57,8,27,5,12,9,21,17,9,7,2,15,"Elite Eight","Kansas","Davidson",1,"Midwest",10,"Midwest","Big 12 Conference","Southern Conference"
2008,146,1272,85,1400,67,"N",0,26,52,3,11,30,36,7,32,18,7,4,5,13,25,69,9,28,8,9,13,23,13,8,5,4,25,"Elite Eight","Memphis","Texas",1,"South",2,"South","Conference USA","Big 12 Conference"
2008,152,1242,84,1314,66,"N",0,34,64,5,15,11,14,11,31,17,19,10,9,21,24,67,5,24,13,15,13,20,7,18,7,3,14,"Final Four","Kansas","North Carolina",1,"Midwest",1,"East","Big 12 Conference","Atlantic Coast Conference"
2008,152,1272,78,1417,63,"N",0,27,64,4,12,20,23,15,28,10,9,7,6,14,24,64,4,13,11,13,12,24,8,12,6,4,17,"Final Four","Memphis","UCLA",1,"South",1,"West","Conference USA","Pacific-10 Conference"
2008,154,1242,75,1272,68,"N",1,29,55,3,12,14,15,9,30,14,17,11,1,18,25,62,6,22,12,19,11,17,14,13,11,3,17,"National Championship","Kansas","Memphis",1,"Midwest",1,"South","Big 12 Conference","Conference USA"
2009,134,1287,58,1106,43,"N",0,18,50,4,15,18,24,16,34,13,21,6,2,14,18,58,2,15,5,11,9,18,4,13,7,6,18,"Play-In","Morehead St","Alabama St",16,"South",16,"South","Ohio Valley Conference","Southwest Athletic Conference"
2009,136,1163,103,1151,47,"N",0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27,"Round of 64","Connecticut","Chattanooga",1,"West",16,"West","Big East Conference","Southern Conference"
2009,136,1181,86,1127,62,"N",0,28,57,9,20,21,25,17,21,21,15,6,3,14,27,51,7,15,1,5,6,14,9,18,9,4,21,"Round of 64","Duke","Binghamton",2,"East",15,"East","Atlantic Coast Conference","America East Conference"
2009,136,1211,77,1103,64,"N",0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23,"Round of 64","Gonzaga","Akron",4,"Midwest",13,"Midwest","West Coast Conference","Mid-American Conference"
2009,136,1261,75,1139,71,"N",0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20,"Round of 64","LSU","Butler",8,"Midwest",9,"Midwest","Southeastern Conference","Horizon League"
2009,136,1268,84,1143,71,"N",0,31,63,6,16,16,24,16,20,18,9,5,1,17,25,59,7,24,14,19,14,21,12,14,2,2,22,"Round of 64","Maryland","California",10,"West",7,"West","Atlantic Coast Conference","Pacific-10 Conference"
2009,136,1272,81,1169,70,"N",0,29,59,11,28,12,21,12,23,19,14,14,3,16,24,54,7,18,15,20,10,22,10,17,8,2,18,"Round of 64","Memphis","CS Northridge",2,"West",15,"West","Conference USA","Big West Conference"
2009,136,1276,62,1155,59,"N",0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19,"Round of 64","Michigan","Clemson",10,"Midwest",7,"Midwest","Big Ten Conference","Atlantic Coast Conference"
2009,136,1314,101,1347,58,"N",0,38,84,5,14,20,24,20,39,17,12,11,8,13,22,80,5,17,9,14,20,28,9,18,9,6,17,"Round of 64","North Carolina","Radford",1,"Midwest",16,"Midwest","Atlantic Coast Conference","Big South Conference"
2009,136,1328,82,1288,54,"N",0,29,48,4,12,20,32,7,38,15,15,5,6,11,22,77,6,23,4,8,20,16,10,7,9,1,24,"Round of 64","Oklahoma","Morgan St",2,"Midwest",15,"Midwest","Big 12 Conference","Mid-Eastern Athletic Conference"
2009,136,1345,61,1320,56,"N",0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20,"Round of 64","Purdue","Northern Iowa",5,"West",12,"West","Big Ten Conference","Missouri Valley Conference"
2009,136,1400,76,1278,62,"N",0,27,57,11,20,11,19,14,27,12,14,6,1,18,22,54,4,13,14,19,8,22,12,12,6,2,20,"Round of 64","Texas","Minnesota",7,"East",10,"East","Big 12 Conference","Big Ten Conference"
2009,136,1401,79,1140,66,"N",0,30,52,6,17,13,19,7,28,20,14,2,6,15,23,59,7,16,13,18,7,19,15,10,11,1,20,"Round of 64","Texas A&M","BYU",9,"West",8,"West","Big 12 Conference","Mountain West Conference"
2009,136,1417,65,1433,64,"N",0,21,52,6,12,17,19,9,24,9,12,9,1,20,20,49,6,15,18,25,10,21,14,12,5,4,17,"Round of 64","UCLA","VCU",6,"East",11,"East","Pacific-10 Conference","Colonial Athletic Association"
2009,136,1437,80,1110,67,"N",0,24,50,6,18,26,29,10,28,15,16,8,8,12,27,62,10,31,3,5,7,17,16,12,8,1,24,"Round of 64","Villanova","American Univ",3,"East",14,"East","Big East Conference","Patriot League"
2009,136,1443,76,1228,72,"N",0,27,56,9,19,13,22,9,28,13,15,8,4,12,31,63,5,18,5,7,5,24,14,12,9,3,24,"Round of 64","WKU","Illinois",12,"Midwest",5,"Midwest","Sun Belt Conference","Big Ten Conference"
2009,136,1449,71,1280,58,"N",0,27,62,2,9,15,21,17,28,13,15,5,0,21,20,58,5,18,13,19,14,21,5,17,5,5,22,"Round of 64","Washington","Mississippi St",4,"West",13,"West","Pacific-10 Conference","Southeastern Conference"
2009,137,1112,84,1428,71,"N",0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22,"Round of 64","Arizona","Utah",12,"South",5,"South","Pacific-10 Conference","Mountain West Conference"
2009,137,1113,66,1396,57,"N",0,20,39,8,14,18,24,3,24,12,11,4,1,14,19,51,6,17,13,17,9,20,13,9,5,4,16,"Round of 64","Arizona St","Temple",6,"Midwest",11,"Midwest","Pacific-10 Conference","Atlantic 10 Conference"
2009,137,1156,84,1448,69,"N",0,31,65,6,15,16,22,14,18,15,6,9,1,17,26,50,5,13,12,17,10,23,10,18,4,13,20,"Round of 64","Cleveland St","Wake Forest",13,"South",4,"South","Horizon League","Atlantic Coast Conference"
2009,137,1173,68,1452,60,"N",0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21,"Round of 64","Dayton","West Virginia",11,"South",6,"South","Atlantic 10 Conference","Big East Conference"
